1.900195512,1.032639114,1.507476983,0.635758789,0.209796429,0.68895003,1.011020634,0.734977042,1.099416159,0.945923391,1.360850691,0.7738238,1.890033439,1.753806503,1.90451885,0.487198259,1.437503754,0.689446384,0.10983408,1.945240246
0.141573001,0.229732453,1.689353116,1.445072308,1.767702844,1.967608838,0.792822868,1.836018189,0.521325809,1.242620743,0.30556143,1.934602912,1.340469519,0.02216116,0.030461417,1.420794672,0.700459128,0.959538479,0.716117771,1.612446026
1.757434516,0.641237687,1.925934076,1.07049739,0.574505354,1.134952825,0.705181209,0.904912532,0.99863203,0.038909814,0.492278305,1.427569864,1.271893536,0.516133313,1.816853465,0.093306788,0.20584453,1.981960414,0.628941153,1.687943577
0.036735441,1.064645523,0.034748456,1.727176739,1.4018989,0.763076542,1.475471623,0.431453508,1.804163904,1.596061375,0.510098775,0.624985932,1.275123188,1.317730033,0.638046788,1.868344083,0.449419242,0.016395291,1.088921146,0.615723283
1.939812808,1.306976867,1.322425452,1.954213671,0.903472121,1.230359055,0.273091994,1.662873735,0.534105835,1.846265111,1.50482264,0.286107386,1.508460012,0.785871652,0.598797745,1.480910043,0.012299659,1.5023556,1.551186569,0.347939957
1.366289247,0.947370511,1.10676965,0.353032796,1.232761734,1.252684237,0.180445168,1.296889913,1.180601656,1.308012368,0.747123907,0.277427343,1.256529701,1.345751455,1.922464356,1.539566055,1.862805115,0.29845054,0.779322305,1.680957462
0.368067158,1.777798261,1.094829937,0.122463562,1.906702934,0.697811821,0.311877877,0.638859942,0.3503413,1.850978703,0.789080798,0.925666064,1.14030295,0.341510134,0.744710331,0.206977462,1.489839618,1.595733145,0.983550035,0.532916421
0.699222915,0.061613852,1.365361991,0.625157373,0.12597451,1.359015868,0.741146363,0.833573636,0.089412393,0.498307233,1.734175905,0.28015537,1.681963666,1.515153607,1.217752252,1.11204484,0.587503016,1.031807633,1.735669387,0.693030988
0.829283443,1.758580528,1.836204799,1.150454117,1.187641738,0.196679048,0.491711294,1.655178092,1.444719287,0.980229107,0.630044916,0.763338797,0.653368779,0.838304946,0.650923696,1.447244215,1.348651763,0.181606138,1.623266107,0.482429131
1.91731749,1.633103553,0.092342449,0.62665694,0.23396365,0.169769349,1.634770586,0.686775548,1.955730141,0.695962333,1.727055376,0.889514599,1.920517224,1.648826069,0.506727309,1.384258936,0.883758003,0.955137889,0.019887362,0.372362979
0.594280179,0.606365802,0.270241469,0.446574753,0.280912006,0.861614697,0.506175544,1.140118407,0.873136933,1.977253638,0.843955892,0.558823464,0.08327487,1.573323513,0.293677711,0.58118469,1.279860395,0.615549357,0.570996214,1.038304402
0.873232772,0.178739783,0.062048738,0.638971293,1.666271438,0.639437779,1.303632738,0.072806029,0.643458067,1.308449495,1.76161039,1.514624762,1.227865082,0.246391271,0.9796049,0.442177568,1.559646005,1.104655671,1.600156487,1.921580808
0.311803527,1.282479193,1.571478136,0.67137585,0.519445073,0.706705741,1.490934237,0.713507588,0.503073169,0.06130233,0.70102493,1.696943298,1.110952307,0.744010458,1.905128027,0.651156183,0.650318025,1.93381082,0.349088948,0.246258576
1.288743896,0.057806847,1.56747807,0.631971463,1.02362574,1.273536114,0.375274373,1.027786981,0.823131764,1.855750124,0.930193133,0.241999132,0.163805441,1.387176214,0.318412671,0.56233871,0.225391665,1.351681571,0.078330265,0.875203941
0.915390988,0.541318567,0.922146938,1.687111816,0.297636379,1.707232297,1.092508397,1.957757087,0.493173418,1.605252586,1.029961228,0.250855732,1.52642842,1.015576713,0.664137103,1.888580106,1.055281903,2.094196376,0.698221663,0.454981883
0.171869385,1.466817649,0.015750822,0.819155121,1.458578999,0.488084538,0.369373606,0.895240857,1.852760167,1.205065588,1.749974222,0.556726851,1.142835768,1.382952158,0.388356965,1.211261557,0.364473985,1.839496305,1.206921371,0.431246084
1.507666305,1.756367851,0.818625876,0.799051109,1.22099362,1.378779284,1.963659586,1.134255743,0.428980536,0.929432686,0.618694995,0.615689323,1.108443426,1.833864802,0.888117537,1.810437485,0.301866405,0.116574723,1.212714287,1.785114888
0.024127611,1.904174285,1.38407131,1.931290329,0.969606027,0.968899433,1.942794991,0.906643719,1.956410559,1.379097405,0.651542201,0.973082602,1.578484362,1.750923964,1.61273625,1.387381098,1.548091123,1.70965261,1.772815172,0.354076186
1.855888652,1.733144757,1.425389585,1.451977108,1.317642431,1.001617562,1.945244507,1.679871351,1.12261113,0.588105378,1.370053565,0.670976641,0.533251332,0.357720465,0.184174763,0.575043945,1.117046344,0.436579597,1.954018635,0.559254522
1.626119894,0.873052279,0.615286884,2.063321,0.040399399,0.804727131,0.264287837,1.799510165,0.20864972,0.181424903,1.890062564,0.38483868,0.400530879,0.344548348,0.07816185,1.144088994,0.741289356,0.050079726,1.568823295,1.411997094
